Executable                        Bundle                                                            Version    Path
ClassKit                          com.apple.ClassKit                                                1.2        ...em/Library/Frameworks/ClassKit.framework
AuthKitUI                         com.apple.AuthKitUI                                               1.0        ...ry/PrivateFrameworks/AuthKitUI.framework
AccountSettings                   com.apple.AccountSettings                                         1.0        ...vateFrameworks/AccountSettings.framework
MPSNeuralNetwork                  com.apple.MetalPerformanceShaders.MPSNeuralNetwork                1.0        ...rk/Frameworks/MPSNeuralNetwork.framework
SignpostCollection                com.apple.performance.SignpostCollection                          1.40       ...eFrameworks/SignpostCollection.framework
FBSDKCoreKit                      com.facebook.sdk.FBSDKCoreKit                                     22.38      ...et.app/Frameworks/FBSDKCoreKit.framework
IDSKVStore                        com.apple.idskvstore                                              10.0       ...y/PrivateFrameworks/IDSKVStore.framework
CacheDelete                       com.apple.CacheDelete                                             1.0        .../PrivateFrameworks/CacheDelete.framework
ImageCaptureCore                  com.apple.ImageCaptureCore                                        1.0        ...ry/Frameworks/ImageCaptureCore.framework
CoreTelephony                     com.apple.CoreTelephony                                           113        ...brary/Frameworks/CoreTelephony.framework
ProtocolBuffer                    com.apple.ProtocolBuffer                                          1          ...ivateFrameworks/ProtocolBuffer.framework
DocumentManager                   com.apple.DocumentManager                                         1.0        ...vateFrameworks/DocumentManager.framework
CommonUtilities                   com.apple.commonutilities                                         8.0        ...vateFrameworks/CommonUtilities.framework
MapKit                            com.apple.MapKit                                                  1.0        ...stem/Library/Frameworks/MapKit.framework
DifferentialPrivacy               com.apple.DifferentialPrivacy                                     1.0        ...Frameworks/DifferentialPrivacy.framework
MediaServices                     com.apple.MediaServices                                           1.0        ...rivateFrameworks/MediaServices.framework
MetalPerformanceShaders           com.apple.MetalPerformanceShaders.MetalPerformanceShaders         1.0        ...eworks/MetalPerformanceShaders.framework
IMSharedUtilities                 com.apple.imsharedutilities                                       10.0       ...teFrameworks/IMSharedUtilities.framework
MetricKit                         com.apple.MetricKit                                               1.0        ...m/Library/Frameworks/MetricKit.framework
FonbetLine                        com.bakenbard.FonbetLine                                          22.38      ...ibet.app/Frameworks/FonbetLine.framework
CoreSuggestions                   com.apple.CoreSuggestions                                         1.0        ...vateFrameworks/CoreSuggestions.framework
GraphVisualizer                   com.apple.GraphVisualizer                                         1.0        ...vateFrameworks/GraphVisualizer.framework
                                                                                                               ...vateFrameworks/CoreDuetContext.framework
FonbetUser                        com.bakenbard.FonbetUser                                          22.38      ...ibet.app/Frameworks/FonbetUser.framework
iTunesStore                       com.apple.storeservices                                                      ...rivateFrameworks/StoreServices.framework
CoreAnalytics                     com.apple.analyticsd                                              1.0        ...rivateFrameworks/CoreAnalytics.framework
MobileWiFi                        com.apple.MobileWiFi                                              1.0        ...y/PrivateFrameworks/MobileWiFi.framework
ImageIO                           com.apple.ImageIO.framework                                       3.3.0      ...tem/Library/Frameworks/ImageIO.framework
CFNetwork                         com.apple.CFNetwork                                               1107.1     ...m/Library/Frameworks/CFNetwork.framework
BaseBoard                         com.apple.BaseBoard                                               460        ...ry/PrivateFrameworks/BaseBoard.framework
CPMS                              com.apple.CPMS                                                    1.0        ...Library/PrivateFrameworks/CPMS.framework
NaturalLanguage                   com.apple.NaturalLanguage                                         1.0        ...ary/Frameworks/NaturalLanguage.framework
CalendarDaemon                    com.apple.CalendarDaemon                                          1.0        ...ivateFrameworks/CalendarDaemon.framework
UserNotifications                 com.apple.UserNotifications                                       1.0        ...y/Frameworks/UserNotifications.framework
MobileAsset                       com.apple.MobileAssets                                            1.0        .../PrivateFrameworks/MobileAsset.framework
ktrace                            com.apple.libktrace                                               1.0        ...brary/PrivateFrameworks/ktrace.framework
Catalyst                          com.apple.Catalyst                                                1.0        ...ary/PrivateFrameworks/Catalyst.framework
MMCS                              com.apple.MMCS                                                    1.3        ...Library/PrivateFrameworks/MMCS.framework
CoreNLP                           com.apple.CoreNLP                                                 1.0        ...rary/PrivateFrameworks/CoreNLP.framework
PersonaUI                         com.apple.PersonaUI                                               1.0        ...ry/PrivateFrameworks/PersonaUI.framework
Rapport                           com.apple.Rapport                                                 1.8.2      ...rary/PrivateFrameworks/Rapport.framework
LinkPresentation                  com.apple.LinkPresentation                                        119        ...ry/Frameworks/LinkPresentation.framework
ContextKit                        com.apple.siri.context.ContextKit                                 1.0        ...y/PrivateFrameworks/ContextKit.framework
FileProvider                      com.apple.FileProvider                                            245.7      ...ibrary/Frameworks/FileProvider.framework
CoreUI                            com.apple.CoreUI                                                  1.0        ...brary/PrivateFrameworks/CoreUI.framework
StreamingZip                      com.apple.StreamingZip                                            1.0        ...PrivateFrameworks/StreamingZip.framework
PersonaKit                        com.apple.PersonaKit                                              1.0        ...y/PrivateFrameworks/PersonaKit.framework
MediaPlayer                       com.apple.MediaPlayer                                             1.0        ...Library/Frameworks/MediaPlayer.framework
PlugInKit                         com.apple.pluginkit.framework                                     1.0        ...ry/PrivateFrameworks/PlugInKit.framework
GraphicsServices                  com.apple.GraphicsServices                                        1.0        ...ateFrameworks/GraphicsServices.framework
Sharing                           com.apple.Sharing                                                 1470.17    ...rary/PrivateFrameworks/Sharing.framework
ShareSheet                        com.apple.ShareSheet                                              1470.17    ...y/PrivateFrameworks/ShareSheet.framework
CoreDuetDaemonProtocol            com.apple.CoreDuetDaemonProtocol                                  1.0        ...meworks/CoreDuetDaemonProtocol.framework
EventKitUI                        com.apple.eventkitui                                              1.0        .../Library/Frameworks/EventKitUI.framework
Navigation                        com.apple.Navigation                                              1.0        ...y/PrivateFrameworks/Navigation.framework
CalendarFoundation                com.apple.CalendarFoundation                                      8.0        ...eFrameworks/CalendarFoundation.framework
MediaRemote                       com.apple.MediaRemote                                             1.0        .../PrivateFrameworks/MediaRemote.framework
EmailAddressing                   com.apple.EmailAddressing                                         11.0       ...vateFrameworks/EmailAddressing.framework
CloudKit                          com.apple.cloudkit.CloudKit                                       836        ...em/Library/Frameworks/CloudKit.framework
Network                           com.apple.Network                                                 1.0        ...tem/Library/Frameworks/Network.framework
WebKitLegacy                      com.apple.WebKitLegacy                                            8608       ...PrivateFrameworks/WebKitLegacy.framework
MobileInstallation                com.apple.MobileInstallation                                      2.0        ...eFrameworks/MobileInstallation.framework
PhotoFoundation                   com.apple.PhotoFoundation                                         5.0        ...vateFrameworks/PhotoFoundation.framework
Foundation                        com.apple.Foundation                                              6.9        .../Library/Frameworks/Foundation.framework
SafariShared                      com.apple.Safari.Shared                                           608        ...PrivateFrameworks/SafariShared.framework
iCalendar                         com.apple.iCalendar                                               7.0        ...ry/PrivateFrameworks/iCalendar.framework
CloudDocs                         com.apple.CloudDocs                                               1.0        ...ry/PrivateFrameworks/CloudDocs.framework
IMCore                            com.apple.imcore                                                  10.0       ...brary/PrivateFrameworks/IMCore.framework
MessageSupport                    com.apple.MessageSupport                                          1.0        ...ivateFrameworks/MessageSupport.framework
NLP                               com.apple.NLP                                                     1.0        .../Library/PrivateFrameworks/NLP.framework
UIKitServices                     com.apple.UIKitServices                                           1.0        ...rivateFrameworks/UIKitServices.framework
DataMigration                     com.apple.datamigration                                           1.0        ...rivateFrameworks/DataMigration.framework
DCIMServices                      com.apple.DCIMServices                                            1.0        ...PrivateFrameworks/DCIMServices.framework
Combine                           com.apple.combine                                                 1.0        ...tem/Library/Frameworks/Combine.framework
GenerationalStorage               com.apple.GenerationalStorage                                     2.0        ...Frameworks/GenerationalStorage.framework
PhysicsKit                        com.apple.PhysicsKit                                              1.0        ...y/PrivateFrameworks/PhysicsKit.framework
MobileBackup                      com.apple.MobileBackup.framework                                  5.0        ...PrivateFrameworks/MobileBackup.framework
CommunicationsFilter              com.apple.communicationsfilter                                    10.0       ...rameworks/CommunicationsFilter.framework
PhotosImagingFoundation           com.apple.PhotosImagingFoundation                                 5.0        ...eworks/PhotosImagingFoundation.framework
CoreMediaStream                   com.apple.CoreMediaStream                                         1.0        ...vateFrameworks/CoreMediaStream.framework
NetworkStatistics                 com.apple.network.statistics.framework                            1.2        ...teFrameworks/NetworkStatistics.framework
FTServices                        com.apple.facetimeservices                                        10.0       ...y/PrivateFrameworks/FTServices.framework
AuthKit                           com.apple.AuthKit                                                 1.0        ...rary/PrivateFrameworks/AuthKit.framework
UIKitCore                         com.apple.UIKitCore                                               1.0        ...ry/PrivateFrameworks/UIKitCore.framework
WebCore                           com.apple.WebCore                                                 8608       ...rary/PrivateFrameworks/WebCore.framework
IntentsFoundation                 com.apple.IntentsFoundation                                       1.0        ...teFrameworks/IntentsFoundation.framework
AdCore                            com.apple.AdPlatforms.AdCore                                      1.0        ...brary/PrivateFrameworks/AdCore.framework
SetupAssistantSupport             com.apple.setupandmigration.SetupAssistantSupport                 1.0        ...ameworks/SetupAssistantSupport.framework
